URLLength,Domain,DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,HasObfuscation,NoOfLettersInURL,NoOfDegitsInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,IsResponsive,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasHiddenFields,Bank,Pay,Crypto,label
90,whqn4m8vokm6n.com,4,0,,2,1,0,8,1,0,0,0,6,1,2,192819,1,27,1,1,0,5,0,1,1,0,0,0,1
96,d2w1trn.com,20,0,,2,0,0,32,0,0,0,0,1,1,424,15577,1,65,1,1,0,5,1,0,0,0,1,1,1
66,ji0udktu.biz,25,0,,3,1,0,16,0,0,0,0,2,1,2855,23,1,4,1,0,0,6,0,0,0,0,0,0,1
97,pnh2stwaj.xyz,13,0,,2,1,0,7,6,1,0,0,1,1,2,266067,1,78,1,1,1,4,0,1,0,0,1,0,1
25,0vptl0.biz,14,0,,2,0,0,13,0,0,0,0,3,0,2,23,0,0,1,0,0,5,0,1,1,0,0,0,1
20,zemj4o8zeg8t334.net,37,0,,2,0,0,28,3,0,0,0,2,1,2,194773,0,29,1,0,0,4,0,0,1,0,1,0,1
70,pox0so71.org,30,0,,2,1,0,19,4,0,0,0,1,0,435,86714,0,86,1,0,0,0,0,0,1,0,0,0,0
46,lz6b6jl2su57.net,33,0,,2,1,0,0,6,0,0,0,1,0,1547,3540,0,96,1,0,0,0,0,1,0,0,1,0,0
14,difrwt0i.net,20,0,,2,0,0,32,4,0,0,0,2,1,3522,23,1,0,1,0,1,0,0,0,0,0,0,0,0
98,g7vfl9274.xyz,26,0,,2,0,0,0,3,0,0,0,2,1,2,181961,1,100,0,1,2,6,0,1,1,0,1,0,1
67,3ncrhjzojgj.net,23,0,,3,0,0,0,0,0,0,0,3,0,2738,23,0,9,0,1,0,4,0,0,0,0,1,0,1
28,ax0sxnfyn1xq26d.biz,18,0,,2,1,0,37,12,0,0,0,5,1,2,23,1,53,0,0,0,3,0,1,0,0,0,0,0
77,4lmbshy0.xyz,15,0,,2,0,0,17,0,0,0,0,1,1,1179,236390,1,47,0,0,2,0,0,0,1,0,0,0,0
29,pyozzve9x5.info,5,0,,2,1,0,0,4,0,0,0,6,1,2,23,0,32,0,0,0,0,0,1,0,0,0,0,1
29,oyevgeyqw6w41.biz,41,0,,2,1,0,18,0,0,0,0,3,1,2,23,1,55,0,0,0,2,0,1,0,0,0,0,0
14,pnkseeodxd23v.com,24,0,,2,0,0,37,0,0,0,0,2,1,2187,82101,1,100,0,1,0,0,0,0,1,0,0,0,0
81,x5tlk0unmii9.info,17,0,,2,1,0,11,4,0,0,0,2,1,3274,23,0,0,1,1,0,0,0,1,0,0,0,0,0
57,yd776151.net,22,0,,3,0,0,0,0,0,0,0,3,1,2879,217933,1,85,1,1,0,0,0,1,1,0,0,0,0
14,5yb331.org,23,0,,2,1,0,4,6,0,0,0,1,1,2,37303,1,89,1,0,0,0,0,0,1,0,0,0,1
65,ri0ky4zve9aw9.biz,35,0,,2,1,0,22,2,0,0,0,3,1,2,264961,1,51,0,0,3,0,0,1,1,0,0,0,1
46,kwf1q0d12.biz,11,0,,2,1,0,60,0,0,0,0,3,0,2491,2129,1,57,1,1,0,5,0,1,0,0,1,0,0
14,v5cgehn.org,34,0,,2,1,0,0,0,0,0,0,2,1,1026,23,1,59,1,0,1,2,0,1,0,0,0,0,0
55,1pamxqdamcd.com,16,0,,2,0,0,40,7,0,0,0,1,0,2,23,1,97,0,1,0,0,0,1,0,0,0,0,1
14,ndovm3.com,23,0,,3,1,0,36,0,0,0,0,1,0,2368,480682,1,69,0,0,2,5,0,0,1,0,0,0,0
57,ufm2hsw.org,13,0,,2,0,0,57,0,0,0,0,3,1,993,57694,1,51,1,0,0,0,0,0,0,0,0,0,0
32,mphny3.info,47,0,,2,1,0,47,0,0,0,0,5,1,2,70444,1,50,1,1,0,7,0,1,0,0,0,0,1
78,h2r4g6o61at.info,31,0,,2,0,0,59,0,0,0,0,1,1,2,23,1,48,0,0,1,3,0,0,0,0,0,0,1
31,ez7pjgezflr3.com,18,0,,3,0,0,49,3,1,0,0,1,1,1890,19974,1,100,0,1,0,0,0,0,0,0,0,0,1
14,01plhbk7.org,16,0,,2,1,0,0,4,0,0,0,3,1,590,23,1,100,1,0,0,0,0,1,0,0,0,0,1
14,959cscz2.net,19,0,,2,2,0,1,0,0,0,0,2,1,2,23,1,53,1,0,0,0,0,1,0,0,0,0,0
14,m92hq4p0sop9xo.net,28,0,,2,0,0,0,5,0,0,0,1,1,5177,240883,1,65,1,0,0,0,0,0,0,0,0,0,1
14,lml28g94na7.info,12,0,,2,1,0,86,8,0,0,0,2,1,1573,23,0,22,1,0,5,0,0,0,0,0,0,0,1
14,zy7735p45l.info,40,0,,3,0,0,0,2,0,0,0,1,1,348,502919,0,100,0,1,1,1,0,1,0,0,1,0,0
14,17fpv.biz,26,0,,2,2,0,55,9,0,0,0,1,1,2,23,1,40,1,0,0,6,0,1,0,0,1,0,1
26,19z08fgf8.info,24,0,,2,0,0,0,2,0,0,1,4,0,2,119583,1,93,1,0,0,6,0,1,0,0,1,0,1
40,auxxtaghd.info,25,0,,3,1,0,26,0,0,0,0,2,1,2,139001,1,100,1,1,0,0,1,1,0,0,0,0,0
14,or6idxj6.org,21,0,,3,0,0,8,6,0,0,0,2,1,2020,239241,0,49,1,0,0,0,1,1,0,0,0,0,0
40,157l5b.biz,25,0,,2,0,0,0,5,0,0,1,6,1,1275,107522,1,0,0,1,0,5,0,1,1,0,1,0,1
14,6rknm5.com,12,0,,2,1,0,3,0,0,0,0,4,1,1329,85606,1,78,1,0,0,0,1,1,0,0,0,0,1
97,0n7jrlfyt310.org,19,0,,3,0,0,48,0,0,0,0,6,1,2,23,1,100,0,0,2,2,0,0,0,0,0,1,1
17,orhcmp3ruqie.info,25,0,,2,0,0,40,9,1,0,0,1,1,2,78773,1,89,1,0,0,2,0,1,1,0,0,0,1
25,7ymr6pvnx.biz,23,0,,3,2,0,53,0,0,0,0,1,1,2,23,1,21,0,1,0,1,0,0,1,0,0,0,1
54,102r7tyue4.info,14,0,,2,1,0,0,1,0,0,0,5,1,1953,23,1,100,1,0,0,4,0,0,0,1,0,0,1
21,yb13qnv6d7e.net,15,0,,2,0,0,0,0,0,0,0,1,1,4051,23,0,48,1,0,3,0,0,1,1,1,1,0,0
14,g9wutdlc0l7l5.info,14,0,,2,2,0,18,0,0,0,0,1,0,5146,23,1,0,1,0,0,0,0,0,1,0,0,0,1
14,rjzn0omk2.net,23,0,,2,1,0,0,2,0,0,0,2,1,542,23,1,93,1,0,0,0,0,1,0,0,0,0,1
46,x6bd5s9b3vrftb.xyz,16,0,,2,0,0,47,0,0,0,0,5,1,3009,23,1,53,1,1,3,0,0,0,0,0,0,0,1
14,gpvn8i7p1e04e.com,25,0,,2,1,0,28,4,0,0,0,2,1,1324,23,1,59,0,0,0,1,0,1,1,0,1,0,0
29,jm36jl.info,4,0,,2,1,0,61,0,0,0,0,3,0,704,23,1,100,1,1,1,0,0,0,0,0,1,0,0
28,bvf8zgd8d2ioiz.xyz,27,0,,2,0,0,0,12,0,0,0,1,0,2,23,1,71,1,1,0,7,0,0,0,0,0,0,1
46,y61juftzuidd.net,30,0,,2,1,0,0,5,0,0,0,6,1,2,324855,1,69,1,0,0,0,0,0,0,0,0,0,0
14,x9lm6y1y6npo0n.com,20,0,,2,0,0,26,0,0,0,0,1,1,2,174217,1,39,0,1,0,0,0,1,1,0,1,0,1
14,b7g7tf8fwm18ofy.net,15,0,,3,1,0,0,0,0,0,0,1,1,1564,139837,1,68,0,0,0,4,0,0,0,0,0,0,0
43,stb41bta9wk9q.biz,26,0,,2,1,0,10,3,0,0,0,1,1,1409,23,1,53,1,0,0,3,0,0,0,0,1,0,1
14,4utu90.biz,20,0,,3,0,0,18,3,0,0,0,3,0,6100,23,1,64,0,1,1,0,0,1,0,0,1,0,0
76,2mijvsloagqipb.xyz,14,0,,2,0,0,9,1,0,0,0,6,1,2,129953,1,100,1,0,3,7,0,0,0,0,0,0,0
14,21c34.org,15,0,,2,1,0,0,3,0,0,0,1,1,2,23,1,5,1,0,3,5,0,0,0,0,0,0,1
31,k3bwow.com,19,0,,3,1,0,0,5,0,0,0,1,0,2318,73706,1,55,1,1,3,3,0,0,0,0,1,0,1
50,fwqbjghzhbmlbl.net,24,0,,2,0,0,51,0,0,0,0,1,0,713,23,1,35,1,1,0,5,0,0,0,1,0,0,1
14,x1cbl5u74.org,17,0,,2,1,0,17,0,0,0,0,7,1,2,187734,1,100,1,0,0,0,0,0,0,0,0,0,0
27,inquic9j8arg17j.com,31,0,,3,2,0,0,0,0,0,0,8,1,261,23,1,94,0,0,0,4,0,1,0,0,1,0,0
14,wpf9zn36c2pb.net,35,0,,3,1,0,17,0,1,0,0,1,1,3618,23,1,45,0,1,0,0,0,1,0,0,0,0,1
34,jqrojwf8db3sj8h.net,23,0,,3,0,0,0,15,0,0,0,1,1,2,23,1,30,1,0,1,0,0,0,0,0,0,0,1
59,phquwxo.biz,10,0,,3,1,0,36,2,0,0,0,1,1,2269,23,1,42,1,0,0,0,0,0,0,0,1,0,1
39,ok16z.xyz,17,0,,3,0,0,0,9,0,0,0,1,0,2,129312,1,95,0,0,0,10,0,0,0,0,0,0,1
63,kzzr9qrb5byoh.info,31,0,,2,0,0,0,0,0,0,0,5,1,2,23,1,30,0,1,0,1,0,1,0,1,0,0,1
60,1ee6w.org,30,0,,2,2,0,0,7,0,0,0,6,1,4692,23,1,31,0,0,0,0,0,1,0,0,1,0,1
32,axjpsjm.org,24,0,,2,0,0,9,7,0,0,0,1,1,6394,23,0,70,1,0,0,1,0,0,0,0,1,0,0
14,nb76n9fwi1avfcn.net,15,0,,2,0,0,22,0,0,0,0,1,1,2,106012,1,74,1,1,0,2,0,0,0,0,1,0,1
14,w0gky2ru9xmh.xyz,22,0,,3,0,0,0,16,0,0,0,5,1,3893,235167,1,0,1,1,1,3,1,0,0,0,1,0,1
61,vredekm3dhfb.xyz,15,0,,2,1,0,59,7,0,0,0,5,0,2,23,1,66,0,1,0,0,0,0,0,0,1,0,1
39,zshvi365b.xyz,30,0,,2,1,0,6,2,0,0,0,6,1,2,144314,1,22,1,0,0,7,0,0,0,0,0,0,0
76,uy4wzmk.xyz,26,0,,3,2,0,4,12,0,0,0,1,1,178,39539,1,99,1,0,3,2,0,1,0,1,0,0,1
44,8a7qokuzan4caa2.info,25,0,,3,1,0,0,3,0,0,0,1,1,5341,72788,0,0,0,0,0,0,0,0,0,0,0,0,1
89,byjrh56.xyz,38,0,,3,0,0,14,11,0,0,0,1,1,1261,23,1,7,0,1,1,0,0,1,0,0,0,0,1
14,dn4ez5qqn5.com,15,0,,2,0,0,11,0,0,0,0,1,1,2,23,1,0,1,0,3,8,0,1,1,0,0,0,1
40,5qc49zxnypiy.com,23,0,,2,1,0,42,0,0,0,0,4,1,722,57857,1,67,0,0,2,0,0,1,1,0,1,0,0
14,7oz3b004p8ewv.biz,37,0,,2,1,0,43,0,0,0,0,3,1,3182,192990,1,22,1,1,0,0,0,1,0,0,0,0,0
81,jsthkgtc.info,24,0,,3,1,0,22,0,0,0,0,4,1,3834,211873,0,92,1,1,3,5,0,0,1,1,1,0,1
86,ochsch.biz,22,0,,3,0,0,25,5,0,0,0,1,0,771,312226,1,100,0,1,2,0,0,0,0,0,1,0,0
14,effcb0w8aw6o.xyz,20,0,,3,1,0,58,0,0,0,0,1,1,2,23,1,100,0,1,0,0,0,0,0,0,0,0,1
15,70n1adsgaa8m8.xyz,21,0,,2,2,0,19,17,0,0,0,5,0,2,23,1,90,1,1,0,8,0,1,0,1,0,0,1
29,57ipr6r5.org,28,0,,2,1,0,2,16,0,0,0,1,0,930,23,1,100,0,0,0,2,0,1,1,0,0,0,1
24,eofr96nt27.com,20,0,,3,1,0,0,0,0,0,0,1,1,793,23,0,15,0,1,2,0,0,1,0,0,0,0,0
14,9conn6h428.org,43,0,,2,1,0,14,0,1,0,0,4,0,580,23,1,92,1,0,1,0,0,1,0,0,0,0,1
41,w0gnuof.org,20,0,,2,0,0,51,19,0,0,1,1,0,4137,7611,0,0,0,1,0,2,0,1,0,0,0,0,1
14,nx4se5v088vs8p.net,11,0,,2,0,0,0,17,0,0,0,4,1,874,76160,0,0,0,0,0,0,0,0,0,1,1,0,0
14,4pbmf4tocwyzsw.org,19,0,,2,1,0,11,0,0,0,0,6,0,3152,263409,1,100,1,1,0,0,0,0,0,0,0,0,0
32,aqutr6k5lwl1yb.net,15,0,,2,2,0,34,2,0,0,0,1,1,1914,23,1,53,1,0,0,4,0,0,1,0,1,0,1
65,o53p08uxnw.info,27,0,,3,2,0,25,0,0,0,0,10,1,1255,184527,0,21,0,0,2,2,0,0,1,0,0,0,0
70,xy7fa76ex.com,18,0,,3,1,0,0,3,0,0,0,3,1,1363,23,1,39,1,1,0,0,0,0,0,1,0,0,0
49,kjmuf6drl.com,8,0,,3,0,0,52,10,0,0,0,1,1,691,21089,1,16,1,0,5,0,0,1,1,0,1,0,0
14,xsqwmmp.biz,50,0,,2,1,0,13,1,0,0,0,2,1,2,151391,0,100,0,0,0,0,0,0,1,0,0,0,0
14,dije54wl.info,22,0,,3,0,0,17,5,0,0,0,2,1,130,160077,1,98,0,1,0,6,0,1,0,0,1,0,1
67,la1i9c1fpqws.org,37,0,,3,1,0,28,0,0,0,0,3,1,2,23,1,34,0,0,1,0,0,1,0,0,0,0,1
66,y7dam7.xyz,32,0,,2,0,0,32,3,0,0,0,7,1,5677,23,0,45,0,1,4,2,0,1,1,0,0,0,1
14,4a2u4c7y.xyz,21,0,,2,1,0,0,10,1,0,0,1,0,4376,23,1,100,0,1,2,6,0,0,1,1,0,0,1
64,6ww0ysrww3q.xyz,13,0,,2,0,0,47,7,0,0,0,3,1,6505,23,1,84,1,0,0,5,0,0,1,0,0,0,1
53,3tjehw6d3ypf7.info,23,0,,2,0,0,22,0,0,0,0,4,1,2,408502,1,42,1,1,0,0,0,0,1,0,0,0,0
34,w0v1qu9.com,21,0,,3,1,0,30,4,0,0,0,1,1,223,199397,1,100,0,0,0,0,0,0,1,0,0,0,1
45,clky2lraql1bd2a.net,38,0,,2,1,0,0,0,1,0,0,1,1,2,23,0,0,0,1,0,6,0,1,0,1,0,0,1
49,vzspb492.org,24,0,,2,0,0,8,17,0,0,0,1,0,5788,310546,1,25,1,1,0,6,0,0,0,0,1,0,0
82,wcpxks64ga.biz,26,0,,2,0,0,0,0,0,0,0,1,1,2146,23,1,0,1,1,0,9,0,0,1,1,0,0,1
19,5l6g9w.org,22,0,,2,0,0,0,0,0,0,0,1,1,770,55429,1,35,0,1,1,1,0,0,1,0,1,0,0
14,z6ppqq9wn.org,26,0,,2,0,0,0,0,0,0,0,1,1,5991,231253,1,20,1,0,3,6,0,0,0,0,0,0,1
14,n24y0ern.info,16,0,,2,1,0,27,0,0,0,0,2,1,1610,82775,1,100,1,1,3,4,0,0,0,0,0,0,1
14,s3orrv0srtsvcc.xyz,22,0,,2,1,0,0,2,0,0,0,1,1,790,23,1,75,1,1,0,0,0,0,0,0,0,0,1
25,zk7bpp2lnmytdx.xyz,21,0,,2,0,0,0,0,0,0,0,1,1,623,22209,1,38,1,1,0,4,0,1,0,0,1,0,1
50,09lqyj.xyz,11,0,,3,1,0,19,0,0,0,0,6,1,2,23,1,59,0,1,0,0,0,0,0,0,0,0,1
73,fg83g4ha2lur6.net,33,0,,2,1,0,25,0,0,0,0,1,1,2,31883,1,12,1,0,3,0,0,0,0,0,0,0,1
43,zq6i7sond4u.xyz,16,0,,2,1,0,0,0,0,0,0,3,1,6050,83247,1,0,1,0,0,3,0,1,0,0,0,0,0
14,cyd8p8nz6.com,33,0,,2,0,0,0,0,0,0,0,6,1,880,134319,1,60,1,1,1,7,1,1,1,0,0,1,0
30,dnm5crrob96a.net,15,0,,2,0,0,58,5,0,0,0,1,1,364,219616,0,31,0,0,0,0,0,0,0,0,0,0,0
54,5gz0dwc3h3r.org,14,0,,2,0,0,34,4,0,0,0,1,0,6274,23,1,0,1,0,0,0,0,1,0,0,0,0,1
36,3zgxc.net,32,0,,2,1,0,30,4,0,0,0,1,1,5136,23,1,29,0,1,0,2,0,0,0,0,0,0,1
54,1kob47qf.info,22,0,,2,1,0,0,4,0,0,0,1,1,1715,23,0,61,1,0,0,0,0,0,0,0,0,0,0
17,kiauqq.xyz,28,0,,2,1,0,0,0,0,0,0,3,1,4250,23,1,0,0,1,0,6,0,1,0,0,0,0,0
60,9pd7w9k4uwmii9q.info,15,0,,2,0,0,28,0,0,0,0,4,0,5806,202264,1,64,1,1,3,0,0,0,1,0,0,0,1
14,l8bfauxox.org,26,0,,3,1,0,33,3,0,0,0,1,1,2,288873,1,20,1,1,2,0,0,0,1,0,0,0,0
14,492z4dbw1u.info,26,0,,2,0,0,3,0,0,0,0,1,1,3292,148406,1,0,1,1,1,0,0,0,1,0,0,0,0
14,h4skia9j.xyz,16,0,,2,0,0,7,0,0,0,0,5,0,294,50155,1,43,0,1,0,3,0,1,0,0,1,0,1
14,b0qfp.xyz,24,0,,2,1,1,70,0,0,0,0,1,0,1079,131615,1,18,1,0,0,0,0,0,0,0,0,0,1
17,q5cbt9h3i5k.org,16,0,,2,1,0,0,4,0,0,0,3,1,493,23,0,57,1,0,0,0,0,0,0,1,0,0,0
14,dug5sgokh7249pf.biz,11,0,,2,1,0,16,12,0,0,0,1,1,2621,88718,1,83,1,0,4,5,0,1,1,0,1,0,0
51,9yng9oijadky8g.com,13,0,,2,0,0,68,0,0,0,0,3,1,2486,50233,1,18,0,0,0,6,0,1,1,0,0,0,1
14,rgyh8aoh3u.org,34,0,,2,1,0,22,14,0,0,0,1,0,6291,19938,1,39,1,0,4,0,0,0,0,0,0,0,1
64,yf5tg36lvfxa.org,26,0,,3,1,0,38,2,0,0,0,1,1,5358,23,1,89,1,1,0,0,0,0,0,0,1,0,1
86,v7kjs.net,23,0,,2,2,0,1,3,0,0,0,1,1,215,16090,1,79,1,0,0,2,0,1,1,0,0,0,1
14,hiuopg6.biz,17,0,,2,1,0,44,0,0,0,0,1,1,4464,23,1,100,0,1,0,0,0,0,1,1,0,0,1
52,drr4uhdzxp7yxur.org,22,0,,2,1,0,0,8,0,0,0,4,1,2,23,1,0,1,0,0,1,0,0,1,0,0,0,1
25,wx8tv18364.biz,25,0,,3,0,0,0,4,0,0,0,2,1,1926,163948,1,88,1,1,0,3,0,0,0,0,0,0,0
21,by00ypu.com,16,0,,3,0,0,0,0,0,0,0,3,1,7046,201942,1,100,0,1,0,7,0,1,1,0,1,0,1
55,njei8d.info,33,0,,2,1,0,17,1,0,0,0,4,1,8352,79168,1,31,1,1,0,4,0,0,1,0,0,0,0
14,8fhn72.com,17,0,,3,1,0,12,6,0,0,0,1,1,4034,23,1,100,1,1,0,4,0,0,0,0,0,0,1
14,1q0b1f.com,20,0,,2,1,0,0,3,1,0,0,3,0,2,23,0,100,1,0,0,1,0,0,0,0,1,0,0
14,6uogpealnss.xyz,18,0,,3,1,0,24,0,0,0,0,4,1,439,189426,1,24,0,1,1,0,0,1,0,1,0,0,0
36,vlw8v4mm.info,14,0,,2,1,0,2,0,0,0,0,2,0,4113,132243,0,100,1,0,0,5,0,0,0,0,0,0,0
14,suvuogy1ic32.com,13,0,,2,1,0,26,0,0,0,0,1,0,3439,29865,1,0,1,1,0,0,0,1,1,1,0,0,0
58,wrn6635h9c.info,8,0,,3,0,0,55,0,0,0,0,2,1,1073,4537,1,100,1,1,0,5,0,0,0,1,1,0,0
14,csb9yd07ifmp.info,29,0,,2,1,0,18,14,0,0,1,1,1,2,23,1,0,1,1,2,5,0,1,0,1,0,0,1
73,t8tet8l.biz,13,0,,2,0,0,17,0,0,0,0,3,1,648,23,1,100,1,0,0,0,0,0,1,0,0,0,1
14,n3977.com,7,0,,3,1,0,0,3,0,0,0,2,1,3676,23,1,91,0,1,1,0,0,1,0,0,0,0,0
14,16cwr5ymd8yrn06.biz,6,0,,3,2,0,2,0,0,0,0,1,1,2,23,1,43,0,1,1,2,0,0,0,0,0,0,0
14,24jm0sn3zy.info,35,0,,2,0,0,0,0,0,0,0,4,1,2,42432,1,66,1,0,3,0,0,0,0,0,0,0,1
35,7mjml413f1e9.xyz,24,0,,2,0,0,18,12,0,0,0,2,1,2,23,0,70,1,0,4,2,0,0,1,0,1,0,0
30,8tgbqx.info,24,0,,2,1,0,55,4,0,0,0,1,1,2070,23,1,100,1,0,0,0,0,1,0,0,0,0,0
40,0gk81mlzm.org,13,0,,2,0,0,27,11,0,0,0,1,1,2,23,1,0,0,0,0,0,0,0,0,0,0,0,0
36,u9oj8x84m2cc8.biz,37,0,,2,1,0,16,4,0,0,0,5,1,5351,365945,1,26,0,1,0,0,0,0,1,0,0,0,0
17,ppgmrb4.org,26,0,,2,2,0,20,7,0,0,0,1,1,2,423914,1,43,1,0,0,13,0,0,0,1,0,0,1
14,iwzslvpa.com,14,0,,3,0,0,29,6,1,0,0,1,1,2747,23,1,49,0,0,5,2,0,0,0,0,1,0,1
29,mikwpung.org,28,0,,2,0,0,41,4,0,0,0,1,1,1572,273316,1,69,0,0,1,1,0,0,1,0,1,0,0
35,n3217.info,7,0,,2,1,0,0,0,0,0,0,6,1,177,33217,1,100,0,1,0,0,0,1,0,1,0,0,1
14,ysxpv38qjxya.info,26,0,,3,0,0,23,0,0,0,0,3,1,4588,64555,1,34,1,1,1,0,0,0,1,0,0,0,1
29,5xvrf028uk.net,14,0,,2,1,0,42,0,0,0,0,1,1,2,36093,1,34,1,1,0,0,0,1,0,0,1,0,0
42,6ndbbp1s.org,28,0,,2,2,0,38,8,0,0,0,4,1,1106,357271,0,0,1,0,2,5,0,0,1,0,1,0,1
14,3j1j4h9cp1gdut6.info,26,0,,2,0,0,0,6,0,0,1,1,1,2,23,1,89,1,0,1,0,0,1,0,0,1,0,1
49,73r9c.net,25,0,,3,1,0,29,4,0,0,0,1,1,3327,23,1,60,0,0,1,1,0,0,1,0,0,0,0
27,6gzpntcfkzve.org,31,0,,2,1,0,69,8,0,0,0,3,1,2,23,1,76,1,0,0,8,0,1,0,0,0,0,0
35,htjzyps.net,15,0,,2,2,0,37,0,0,0,0,5,0,6628,145108,1,0,0,1,0,6,0,1,1,1,1,0,1
14,cka31fp79q8ghb.com,33,0,,3,0,0,33,0,0,0,0,2,1,525,23,0,70,0,0,0,0,1,0,0,0,0,0,0
14,sg5z9skp8ra45i.info,21,0,,2,0,0,23,10,0,0,0,5,0,1656,23,1,0,0,0,0,3,0,0,1,0,0,0,1
14,gyvxcus.xyz,12,0,,3,0,0,6,9,0,0,0,1,1,3646,23,1,69,0,0,0,11,0,0,1,0,0,0,1
14,hotbh3sxd.org,28,0,,3,0,0,51,0,1,0,0,1,1,5106,96450,1,0,0,1,0,6,0,1,0,0,0,0,1
41,wsuh9.org,35,0,,2,0,0,13,0,0,0,0,2,1,1598,23,1,54,0,1,0,0,0,0,0,0,0,0,1
51,x5lvwi.net,36,0,,3,0,0,26,26,0,0,0,2,0,1980,197629,1,100,1,1,0,0,0,0,0,0,0,0,1
94,9uovi4k9u55.net,9,0,,2,0,0,34,0,0,0,0,2,1,3045,133139,1,33,1,0,0,8,0,1,0,0,0,0,1
14,o9qb8.xyz,4,0,,3,1,0,12,0,0,0,0,4,0,2,23,1,35,0,1,0,0,0,0,0,1,0,0,1
65,jjqklgeg0ho.net,10,0,,2,1,0,55,7,0,0,0,1,1,1652,277012,1,27,1,1,1,0,0,0,1,0,1,0,0
79,smf0y6.org,21,0,,2,0,0,0,0,1,0,0,5,0,6165,126746,1,79,0,1,0,1,0,0,1,0,1,0,0
39,s8mi45ze.biz,8,0,,2,0,0,12,16,0,0,0,8,1,2,68963,1,8,1,0,0,0,0,0,0,0,0,0,1
72,1i5ixtat.com,25,0,,2,2,0,3,3,0,0,0,1,1,2,67475,1,100,0,0,2,0,0,0,0,0,0,0,1
69,10gsftnqbqomsq.net,13,0,,3,1,0,12,0,0,0,0,1,1,3357,23,1,17,1,1,0,0,0,1,0,0,0,0,1
55,rwza0t6ry8.info,12,0,,2,1,0,71,5,0,0,0,1,1,2,56860,1,0,1,0,1,6,0,1,0,0,1,0,0
14,an5go93stxibpgp.info,43,0,,3,1,0,33,0,0,0,0,4,1,1971,23,1,1,0,1,0,4,0,0,0,0,0,0,0
14,nuiw6.info,26,0,,2,1,0,19,0,0,0,0,1,1,576,23,1,100,1,1,0,3,1,0,1,0,0,0,0
21,4u73h162h.xyz,37,0,,2,0,0,52,0,0,0,0,1,1,3901,23,1,100,0,1,0,3,0,0,0,0,1,0,0
55,o6brm.net,39,0,,3,0,0,9,0,1,0,0,1,1,3948,23,1,65,1,0,0,0,1,0,0,0,0,0,1
89,kdxkm3.biz,8,0,,2,1,0,40,0,0,0,0,1,1,2,26392,1,100,1,0,3,0,0,1,1,1,0,0,0
56,86dnhwwskkhj1dc.com,15,0,,2,1,0,17,9,1,0,0,4,1,3191,128405,0,0,1,1,0,0,1,1,0,0,1,0,0
14,wp8o5fye9rwiaux.biz,5,0,,2,0,0,37,4,0,0,0,3,1,2,495003,1,77,1,0,0,0,1,1,1,0,1,0,0
35,c2l0cpk35hh.info,25,0,,3,2,0,26,0,0,0,0,4,1,5020,291602,1,100,0,1,0,0,0,0,1,0,0,0,1
36,8cc7ykrp2ej.xyz,21,0,,2,0,0,41,15,0,0,0,4,1,3388,23,0,60,1,0,4,0,0,1,0,1,0,0,1
16,i3dvhz9.xyz,10,0,,3,1,0,0,0,0,0,0,3,1,3009,23,1,63,0,1,0,2,0,0,1,0,0,0,0
62,uuwlbb1hxms.xyz,44,0,,2,0,0,44,6,1,0,0,2,1,2,79181,1,60,1,1,1,0,0,0,1,0,0,0,0
14,0tiuj.biz,29,0,,3,2,0,0,0,0,0,0,6,1,1044,23,1,10,0,1,0,0,0,0,1,0,0,0,1
50,mr31humi3.org,29,0,,2,0,0,18,0,0,0,0,1,1,2632,23,1,71,1,1,1,0,0,0,0,1,0,0,0
54,3n140wubg8.biz,22,0,,2,0,0,42,1,0,0,0,7,0,2486,286407,1,38,0,0,0,4,0,0,0,0,1,0,0
14,e2wdk.com,34,0,,2,2,0,27,3,0,0,0,1,1,965,32748,0,54,1,0,4,4,0,0,0,0,0,0,0
32,u4r6t.xyz,20,0,,3,2,0,41,0,0,0,0,1,1,635,23,1,93,0,1,0,0,0,1,0,0,1,0,1
27,o3ljfk.org,22,0,,2,1,0,40,1,0,0,0,5,1,2,23,1,0,1,1,0,2,0,1,0,0,0,0,1
71,rxjsd2ppk.biz,17,0,,2,0,0,0,0,0,0,0,1,1,1540,23,1,100,0,0,0,2,0,0,1,1,0,0,0
24,awpduv56.com,33,0,,2,1,0,25,6,1,0,0,2,1,2,276214,1,91,1,0,0,2,0,0,1,0,0,0,0
14,i0vsdgtrf.com,22,0,,3,1,0,25,0,0,0,0,1,0,2,23,1,26,1,0,0,0,0,0,0,0,0,0,1
14,bl21pjjiq.com,31,0,,3,0,0,0,7,0,0,0,2,1,2,131350,1,95,1,0,2,3,0,1,0,0,0,0,0
121,7thro.org,29,0,,2,1,0,62,3,0,0,0,1,0,119,23,1,67,1,1,6,5,0,0,0,0,0,0,0
55,qhf4j7z.info,19,0,,2,0,0,11,5,0,0,0,1,1,2,23,0,100,1,1,0,0,0,0,0,0,0,0,1
14,mi1z7x351.info,24,0,,3,1,0,8,0,0,0,0,1,1,2,23,1,85,0,1,2,3,0,1,1,1,0,0,1
